id,location,lat,long,description,category,created_at,image_filename,user,data_id
433,Rajendra Nagar,25.5960382,85.173216,After rain ,Vehicle Pollution,2024-07-31 13:48:15.749029+00,,person 4,1381516
434,Patna,25.6265121,85.1007944,Indrapuri,Waste Burning,2024-08-01 01:24:53.646618+00,IMG_20240801_064938.jpg,person 6,1414049
435,Patna,25.6267199,85.1008012,Indrapuri,Waste Burning,2024-08-01 01:27:10.670595+00,IMG_20240801_065440.jpg,person 6,1414244
436,Patna,25.6276909,85.1011859,Indrapuri,Waste Burning,2024-08-01 01:30:15.844265+00,IMG_20240801_065745.jpg,person 6,1414432
437,Patna,25.6282229,85.1016924,Indrapuri,Vehicle Pollution,2024-08-01 01:32:18.359853+00,IMG_20240801_070020.jpg,person 6,1414530
438,Patna,25.6279077,85.1015549,Indrapuri,Construction & Demolition Waste,2024-08-01 01:34:04.019225+00,IMG_20240801_070201.jpg,person 6,1414578
439,Rajendra Nagar,25.5996389,85.1769349,Data after rain,Vehicle Pollution,2024-08-01 04:53:09.064348+00,,person 5,1423700
440,Patna,25.6215108,85.1102815,An path boring road ,Vehicle Pollution,2024-08-01 05:46:07.344323+00,1000152028.jpg,person 24,1426121
441,Patna,25.6205301,85.1101754,An path road ,Vehicle Pollution,2024-08-01 11:14:57.214623+00,1000152133.jpg,person 24,1440599
442,Rajendra Nagar,25.5996254,85.1773015,Data after rain,Vehicle Pollution,2024-08-01 17:22:15.32811+00,,person 5,1458057
443,Patna,25.6213175,85.110215,An path,Vehicle Pollution,2024-08-02 04:57:37.567776+00,1000152288.jpg,person 24,1490514
444,Patna,25.6196809,85.1099282,An college road,Vehicle Pollution,2024-08-02 05:02:26.552963+00,1000152292.jpg,person 24,1490757
445,Khagaul,25.580602,85.0530112,Waste pollution ,Waste Burning,2024-08-02 08:54:32.365561+00,VideoCapture_20240802-142331.jpg,person 8,1501907
446,Patna,25.6232215,85.068443,Waste pollution ,Waste Burning,2024-08-02 09:16:11.829723+00,VideoCapture_20240802-144536.jpg,person 8,1502600
447,Digha,25.6499259,85.07984,Construction work ,Industrial Pollution,2024-08-02 09:22:28.445579+00,20240802_145014.jpg,person 8,1503300
448,Rajendra Nagar,25.59651519,85.17237027,Noon clean sky ,Vehicle Pollution,2024-08-02 09:36:08.902698+00,,person 4,1503965
449,Digha,25.6337082,85.1030898,Soot particles,Industrial Pollution,2024-08-02 12:07:33.55351+00,IMG_20240802_173632.jpg,person 6,1511165
450,Patna,25.6338112,85.1064541,P and M mall,Vehicle Pollution,2024-08-02 12:12:53.258025+00,IMG_20240802_174135.jpg,person 6,1511410
451,Patna,25.6297203,85.1041896,Sai msndir,Vehicle Pollution,2024-08-02 12:16:09.989627+00,IMG_20240802_174524.jpg,person 6,1511605
452,Patna,25.6273079,85.1109848,Dust Particles,Vehicle Pollution,2024-08-02 12:22:30.550506+00,IMG_20240802_175143.jpg,person 6,1511906
453,Patna,25.6206876,85.1083771,Methane produced,Waste Burning,2024-08-02 12:30:01.914384+00,IMG_20240802_175854.jpg,person 6,1512247
454,Ranipur,25.5792653,85.2207881,Construction ,Brick Kilns,2024-08-02 12:54:34.823622+00,1000128097.jpg,person 4,1513511
455,Rajendra Nagar,25.5950818,85.1730477,After rain ,Construction & Demolition Waste,2024-08-03 08:44:36.194768+00,1000128461.jpg,person 4,1569268
456,Patna,25.6197513,85.1081874,Waste material ,Construction & Demolition Waste,2024-08-03 09:29:58.596827+00,1000081853.jpg,person 18,1571376
457,Patna,25.6223869,85.1104625,An path,Vehicle Pollution,2024-08-03 13:10:12.985019+00,1000152507.jpg,person 24,1581611
458,Patna,25.621924,85.1104341,An path,Waste Burning,2024-08-03 13:10:55.8823+00,1000152508.jpg,person 24,1581656
459,Patna,25.6213292,85.1102954,An path boring road ,Vehicle Pollution,2024-08-03 13:12:30.349549+00,1000152509.jpg,person 24,1581704
460,Rajendra Nagar,25.5962105,85.1736956,Data after rain  ,Vehicle Pollution,2024-08-03 17:35:38.422881+00,,person 5,1593945
461,Rajendra Nagar,25.5957811,85.1730226,Data of Sunday morning ,Vehicle Pollution,2024-08-04 02:18:00.355728+00,,person 5,1617308
462,Rajendra Nagar,25.6061352,85.17517269,Garbage waste ,Waste Burning,2024-08-04 03:16:05.043211+00,1000154549.jpg,person 26,1616801
463,Rajendra Nagar,25.61110919,85.17685689,Garbage waste ,Waste Burning,2024-08-04 03:17:29.75809+00,1000154533.jpg,person 26,1616801
464,Rajendra Nagar,25.6061614,85.17742082,Garbage waste ,Waste Burning,2024-08-04 03:22:45.994429+00,1000154547.jpg,person 26,1620047
465,Digha,25.6517977,85.0916781,"In a gas agency,  chances of leaking of gases",Industrial Pollution,2024-08-04 12:23:33.004157+00,20240804_094009.jpg,person 8,1623350
466,Patna,25.628329,85.095349,Rajeev nagar road no - 9,Construction & Demolition Waste,2024-08-04 13:06:15.34366+00,IMG_20240804_183457.jpg,person 6,1644719
467,Patna,25.6309506,85.0956706,Rajeev nagar road no 10,Construction & Demolition Waste,2024-08-04 13:10:50.661013+00,IMG_20240804_183936.jpg,person 6,1644900
468,Rajendra Nagar,25.5961665,85.1731925,Night pollution ,Vehicle Pollution,2024-08-04 19:57:15.110784+00,,person 4,1663519
469,Digha,25.6395681,85.093736,To produce carbon monoxide,Waste Burning,2024-08-05 02:01:15.928307+00,IMG_20240805_072819.jpg,person 6,1680115
470,Digha,25.6405738,85.0926006,To produce methane,Waste Burning,2024-08-05 02:02:17.353944+00,IMG_20240805_073130.jpg,person 6,1680256
471,Patna,25.6296228,85.1007491,Rajeev nagar,Vehicle Pollution,2024-08-05 02:11:50.250086+00,IMG_20240805_074022.jpg,person 6,1680681
472,Patna,25.6216273,85.1102836,An path,Waste Burning,2024-08-05 05:34:36.239118+00,1000152912.jpg,person 24,1690115
473,Patna,25.6194426,85.1089903,An college ,Vehicle Pollution,2024-08-05 06:04:51.396327+00,1000152913.jpg,person 24,1691595
474,Rajendra Nagar,25.5960943,85.1732168,Noon after rain ,Brick Kilns,2024-08-05 08:17:29.81038+00,1000129200.jpg,person 4,1697601
475,Rajendra Nagar,25.5961749,85.1731665,Humidity ,Industrial Pollution,2024-08-05 08:36:58.777318+00,1000129200_i3Lc5WA.jpg,person 4,1698522
476,Priyadarshi Nagar,25.6070833,85.0686738,Vehicular Pollution high co2 levels ,Vehicle Pollution,2024-08-05 13:08:29.97777+00,1000075871.jpg,person 17,1711414
477,Patna,25.6241334,85.0730065,Construction and demolition waste ,Construction & Demolition Waste,2024-08-05 13:26:47.634248+00,1000075872.jpg,person 17,1712339
478,Patna,25.6035031,85.0888848,Open waste dumping ,Waste Burning,2024-08-06 10:52:39.363679+00,,person 13,1771753
479,Patna,25.6238709,85.1046157,Mahesh nagar,Construction & Demolition Waste,2024-08-06 12:21:10.822049+00,IMG_20240806_174943.jpg,person 6,1775829
480,Patna,25.6190052,85.1029073,Methane produced highly amount,Waste Burning,2024-08-06 12:26:12.359979+00,IMG_20240806_175428.jpg,person 6,1776066
481,Patna,25.6104185,85.1087392,Carbon monoxide produced,Waste Burning,2024-08-06 12:33:11.933083+00,IMG_20240806_180044.jpg,person 6,1776394
482,Patna,25.6218096,85.110371,An oath,Vehicle Pollution,2024-08-06 12:53:14.672586+00,1000153098.jpg,person 24,1777411
483,Patna,25.6207528,85.1101706,An path,Vehicle Pollution,2024-08-06 12:59:15.695965+00,1000153099.jpg,person 24,1777655
484,Patna,25.6207528,85.1101706,Ab college patna,Vehicle Pollution,2024-08-06 13:00:45.535944+00,1000153100.jpg,person 24,1777801
485,Patna,25.6191361,85.110432,An college patna ,Vehicle Pollution,2024-08-06 13:01:54.356046+00,1000153101.jpg,person 24,1777850
486,Patna,25.6191981,85.1103886,Boring road ,Construction & Demolition Waste,2024-08-06 13:02:37.35633+00,1000153102.jpg,person 24,1777850
487,Patna,25.6195677,85.109953,Boring road ,Vehicle Pollution,2024-08-06 13:06:49.199575+00,1000153103.jpg,person 24,1778044
488,Patna,25.6197751,85.1100104,Boring road ,Construction & Demolition Waste,2024-08-06 13:12:50.073327+00,1000153104.jpg,person 24,1778391
489,Rajendra Nagar,25.5959756,85.1731985,Midnight ,Brick Kilns,2024-08-06 20:21:18.750298+00,1000128466.jpg,person 4,1799303
490,Patna,25.6174761,85.1124265,An college patna ,Vehicle Pollution,2024-08-07 05:59:35.298967+00,1000153199.jpg,person 24,1826176
491,Patna,25.6165472,85.1122035,S k puri,Vehicle Pollution,2024-08-07 06:03:03.690173+00,,person 24,1826176
492,Patna,25.6158683,85.1127614,Sk puri,Vehicle Pollution,2024-08-07 06:04:01.907134+00,1000153201.jpg,person 24,1826550
493,Patna,25.6151849,85.1134306,Boring road ,Vehicle Pollution,2024-08-07 06:05:58.15189+00,1000153202.jpg,person 24,1826593
494,Patna,25.6147536,85.1138374,Sk puri boring road ,Vehicle Pollution,2024-08-07 06:08:39.365878+00,1000153203.jpg,person 24,1826721
495,Patna,25.6132405,85.1279604,Black smoke,Vehicle Pollution,2024-08-07 13:20:52.992511+00,IMG_20240807_184819.jpg,person 13,1834370
496,Digha,25.6330278,85.1012823,Dust particles,Waste Burning,2024-08-08 12:18:44.605312+00,IMG_20240808_174652.jpg,person 6,1909201
497,Digha,25.6358918,85.0990118,Patliputra industrial area,Construction & Demolition Waste,2024-08-08 12:23:06.173929+00,IMG_20240808_175116.jpg,person 6,1909385
498,Digha,25.6357996,85.0991113,Balpur kurji,Industrial Pollution,2024-08-08 12:24:15.743722+00,IMG_20240808_175315.jpg,person 6,1909475
499,Patna,25.6193215,85.1482955,Construction and demolition waste ,Construction & Demolition Waste,2024-08-08 14:20:27.939227+00,1000076313.jpg,person 17,1914878
500,Patna,25.6168473,85.1484959,Vehicular Pollution: High PM 2.5 & PM 10 levels ,Vehicle Pollution,2024-08-08 14:25:30.68846+00,1000076314.jpg,person 17,1915121
501,Patna,25.6214286,85.110296,Boring road ,Vehicle Pollution,2024-08-09 05:38:00.660588+00,1000153591.jpg,person 24,1955938
502,Patna,25.6199769,85.1100366,An path ,Vehicle Pollution,2024-08-09 05:40:49.109945+00,1000153592.jpg,person 24,1956076
503,Patna,25.6190102,85.1101114,Aj college patna ,Vehicle Pollution,2024-08-09 05:43:19.290838+00,1000153593.jpg,person 24,1956166
504,Patna,25.6277538,85.1003771,Indrapuri,Waste Burning,2024-08-09 12:26:02.92649+00,IMG_20240809_175448.jpg,person 6,1973939
505,Patna,25.618894,85.1028654,Mahesh nagar,Waste Burning,2024-08-09 12:55:51.697555+00,IMG_20240809_182409.jpg,person 6,1975257
506,Patna,25.618454,85.1026264,Patel nagar,Construction & Demolition Waste,2024-08-09 12:57:20.829728+00,IMG_20240809_182556.jpg,person 6,1975308
507,Patna,25.6234709,85.1114116,An path,Vehicle Pollution,2024-08-10 11:38:28.853894+00,1000153814.jpg,person 24,2036151
508,Patna,25.6231293,85.111423,Vivekanand marg ,Vehicle Pollution,2024-08-10 11:38:58.565616+00,1000153815.jpg,person 24,2036199
509,Patna,25.6230527,85.1115536,Vivekanand marg ,Vehicle Pollution,2024-08-10 11:40:03.706298+00,1000153816.jpg,person 24,2036243
510,Patna,25.6228329,85.1116092,Vivekanand marg ,Construction & Demolition Waste,2024-08-10 11:40:58.566728+00,1000153817.jpg,person 24,2036243
511,Patna,25.622294,85.1114785,Vivekanand marg ,Vehicle Pollution,2024-08-10 11:42:14.94442+00,1000153818.jpg,person 24,2036328
512,Patna,25.6219698,85.1118917,Vivekanand marg ,Vehicle Pollution,2024-08-10 13:40:22.394385+00,1000153826.jpg,person 24,2041559
513,Patna,25.6035028,85.0888861,Heavy smoke emission,Vehicle Pollution,2024-08-11 05:22:16.91697+00,IMG_20240810_184544.jpg,person 13,2050447
514,Digha,25.6338187,85.1023211,Patliputra industrial area,Industrial Pollution,2024-08-11 11:17:53.684018+00,IMG_20240811_164645.jpg,person 6,2097948
515,Patna,25.6295711,85.1035799,Sai mandir,Construction & Demolition Waste,2024-08-11 11:28:04.979169+00,IMG_20240811_165725.jpg,person 6,2098389
516,Patna,25.6222345,85.1052585,Burning of plastic,Waste Burning,2024-08-11 11:45:10.011454+00,IMG_20240811_171302.jpg,person 6,2099140
517,Patna,25.621268,85.1047976,Mahesh nagar road no.- 3,Waste Burning,2024-08-11 11:47:36.920735+00,IMG_20240811_171621.jpg,person 6,2099223
518,Patna,25.6215721,85.1102928,An path ,Vehicle Pollution,2024-08-12 05:35:57.590385+00,1000154098.jpg,person 24,2042018
519,Patna,25.6191283,85.1100571,An college ,Vehicle Pollution,2024-08-12 09:49:43.319309+00,1000154183.jpg,person 24,2147365
520,Patna,25.6205632,85.1101758,An path ,Vehicle Pollution,2024-08-12 09:50:32.82991+00,1000154184.jpg,person 24,2157901
521,Rajendra Nagar,25.59600865,85.17205612,Evening ,Vehicle Pollution,2024-08-12 13:16:05.431701+00,,person 4,2167143
522,Rajendra Nagar,25.5957206,85.1732491,Traffic at morning ,Vehicle Pollution,2024-08-13 02:49:35.094456+00,,person 5,2204485
523,Patna,25.6263168,85.0974622,Rajeev nagae,Vehicle Pollution,2024-08-13 12:40:20.362262+00,IMG_20240813_180827.jpg,person 6,2230762
524,Patna,25.6222426,85.094397,Sushant singh rajput chowk,Construction & Demolition Waste,2024-08-13 12:44:12.371348+00,IMG_20240813_181311.jpg,person 6,2230952
525,Patna,25.6198466,85.1099624,An path,Vehicle Pollution,2024-08-14 05:30:12.303035+00,1000154506.jpg,person 24,2274060
526,Patna,25.6187738,85.1097757,An college patna ,Vehicle Pollution,2024-08-14 05:33:14.593629+00,1000154507.jpg,person 24,2274181
527,Shiroishi,38.08268954,140.4819021,Wwwww,Waste Burning,2024-08-14 09:30:32.762462+00,1000137672.jpg,person 3,2284118
528,Patna,25.6203634,85.1100408,An path ,Vehicle Pollution,2024-08-14 10:10:55.538953+00,1000154548.jpg,person 24,2285868
529,Digha,25.6328171,85.1049261,Industrial area,Construction & Demolition Waste,2024-08-14 12:23:33.522248+00,IMG_20240814_175242.jpg,person 6,2291657
530,Patna,25.6324816,85.1058977,P and m mall,Construction & Demolition Waste,2024-08-14 12:25:19.676638+00,IMG_20240814_175434.jpg,person 6,2291699
531,Patna,25.6182813,85.1116279,An college patna,Vehicle Pollution,2024-08-14 12:58:18.919386+00,1000154582.jpg,person 24,2293186
532,Patna,25.6183304,85.1116118,An path,Vehicle Pollution,2024-08-14 12:59:23.742816+00,IMG_20240814_182837.jpg,person 6,2293216
533,Patna,25.6186082,85.1111827,Boring road ,Vehicle Pollution,2024-08-14 13:17:23.192478+00,1000154584.jpg,person 24,2294064
534,Patna,25.617977,85.1217653,Vehicular Pollution ,Vehicle Pollution,2024-08-14 15:14:34.299416+00,1000077095.jpg,person 17,2299218
535,Patna,25.6220866,85.1101392,An path,Waste Burning,2024-08-16 05:26:32.527005+00,1000155354.jpg,person 24,2294113
536,Patna,25.6184765,85.1093788,An college patna ,Vehicle Pollution,2024-08-16 05:35:57.754051+00,1000155355.jpg,person 24,2400099
537,Patna,25.6192085,85.1103051,An college patna ,Vehicle Pollution,2024-08-16 09:52:11.609003+00,1000155367.jpg,person 24,2411101
538,Patna,25.6201036,85.1100854,Boring road petrol pump ,Vehicle Pollution,2024-08-16 09:56:25.803262+00,1000155368.jpg,person 24,2411234
539,Khagaul,25.58200446,85.04019337,Car Pollution ,Vehicle Pollution,2024-08-17 05:28:27.575325+00,IMG_4692.jpeg,person 2,2405718
540,Khagaul,25.58002512,85.0233698,Pollution,Construction & Demolition Waste,2024-08-17 05:31:46.607696+00,IMG_4693.jpeg,person 2,2405718
541,Khagaul,25.57991802,85.02229466,Pollution ,Construction & Demolition Waste,2024-08-17 05:32:27.680684+00,image.jpg,person 2,2405718
542,Khagaul,25.58200446,85.04019337,Pollution ,Construction & Demolition Waste,2024-08-17 05:37:28.838395+00,IMG_4696.jpeg,person 2,2405718
543,Danapur,25.5817317,85.00353403,Pollution ,Construction & Demolition Waste,2024-08-17 05:37:57.407939+00,IMG_4695.jpeg,person 2,2405718
544,Patna,25.6230418,85.1114121,Vivekanand marg ,Vehicle Pollution,2024-08-17 10:23:47.146364+00,,person 24,2474127
545,Patna,25.6196295,85.1106426,Vivekanand marg ,Vehicle Pollution,2024-08-18 09:59:52.846034+00,1000156189.jpg,person 24,2536998
546,Patna,25.6137414,85.119161,Construction and demolition waste ,Construction & Demolition Waste,2024-08-19 12:54:53.686184+00,1000078268.jpg,person 17,2604361
547,Patna,25.6200028,85.1227914,Construction and demolition waste ,Construction & Demolition Waste,2024-08-19 13:21:39.508914+00,1000078294.jpg,person 17,2605550
548,Patna,25.6216396,85.1103184,An path ,Vehicle Pollution,2024-08-20 05:16:54.171133+00,1000157315.jpg,person 24,2552433
549,Patna,25.6188343,85.109208,An college patna ,Vehicle Pollution,2024-08-20 05:27:05.528425+00,1000157316.jpg,person 24,2552433
550,Patna,25.6185887,85.1099058,An college ,Vehicle Pollution,2024-08-20 08:34:13.523849+00,1000157337.jpg,person 24,2656315
551,Patna,25.6206445,85.1228786,Vehicular Pollution ,Vehicle Pollution,2024-08-20 15:00:02.233764+00,1000078953.jpg,person 17,2673320
552,Danapur,25.63126488,85.02470642,Away from sensor ,Vehicle Pollution,2024-08-20 15:54:10.928985+00,,person 4,2200038
553,Patna,25.6242772,85.1103156,An path ,Vehicle Pollution,2024-08-21 13:05:16.900873+00,,person 24,2728274
554,Patna,25.6244712,85.1100378,An path,Vehicle Pollution,2024-08-21 13:06:34.559872+00,1000157510.jpg,person 24,2728447
555,Patna,25.6244823,85.1100682,Patliputra road,Vehicle Pollution,2024-08-21 13:07:12.724724+00,1000157511.jpg,person 24,2728491
556,Patna,25.6245257,85.1100744,Patliputra road,Vehicle Pollution,2024-08-21 13:32:37.341888+00,1000157524.jpg,person 24,2729575
557,Patna,25.6236009,85.1108254,An path ,Vehicle Pollution,2024-08-21 13:42:14.606101+00,1000157525.jpg,person 24,2730005
558,Patna,25.58603396,85.17836143,Construction ,Construction & Demolition Waste,2024-08-22 02:17:42.238592+00,1000047642.jpg,person 27,2761516
559,Patna,25.6190666,85.1100466,An college ,Vehicle Pollution,2024-08-22 05:22:09.589553+00,1000157637.jpg,person 24,2769532
560,Patna,25.6198036,85.1100423,An path ,Vehicle Pollution,2024-08-23 05:27:21.156663+00,1000157894.jpg,person 24,2826776
561,Patna,25.6196002,85.1100199,Vivekanand marg ,Vehicle Pollution,2024-08-23 05:29:49.443803+00,1000157895.jpg,person 24,2826816
562,Patna,25.6178201,85.1083837,An college ,Vehicle Pollution,2024-08-23 09:00:41.615283+00,1000157978.jpg,person 24,2835218
563,Kolkata,22.5094375,88.4060125,Evening ,Vehicle Pollution,2024-08-23 11:46:52.315052+00,,person 4,2836426
564,Patna,25.60441251,85.08925324,Smoke emission ,Vehicle Pollution,2024-08-23 12:59:59.702558+00,IMG_20240823_151033.jpg,person 13,2708052
565,Patna,25.6124338,85.1192268,Boring road choraha ,Vehicle Pollution,2024-08-24 11:51:46.346807+00,1000158292.jpg,person 24,2902512
566,Patna,25.6123601,85.1192675,High court road boring road ,Vehicle Pollution,2024-08-24 11:52:33.457476+00,1000158293.jpg,person 24,2902555
567,Patna,25.6120629,85.1195072,Boring road High court road,Vehicle Pollution,2024-08-24 12:07:41.557113+00,1000158294.jpg,person 24,2903171
568,Patna,25.6205722,85.1101684,An pata ,Vehicle Pollution,2024-08-24 13:32:09.389249+00,1000158296.jpg,person 24,2906831
569,Patna,25.5923489,85.1250016,Road construction activity ,Construction & Demolition Waste,2024-08-24 15:35:45.937141+00,20240824_210246.jpg,person 19,2912009
570,Patna,25.58560344,85.17829701,Near NH,Vehicle Pollution,2024-08-26 01:45:02.05974+00,,person 27,2998175
571,Patna,25.6221568,85.1104839,An path,Vehicle Pollution,2024-08-27 05:18:27.937355+00,1000159604.jpg,person 24,3064933
572,Patna,25.6195941,85.1108156,An path ,Vehicle Pollution,2024-08-27 05:56:43.948794+00,1000159635.jpg,person 24,3066706
573,Patna,25.59801553,85.12576572,Pollution,Vehicle Pollution,2024-08-28 03:01:57.990467+00,1000141897.jpg,person 3,3119985
574,Patna,25.6206316,85.1228611,West boaring road,Vehicle Pollution,2024-08-28 12:33:42.549464+00,IMG_20240828_180135.jpg,person 6,3144453
575,Patna,25.6206316,85.1228611,Raja pull,Waste Burning,2024-08-28 12:39:05.919089+00,IMG_20240828_180635.jpg,person 6,3144677
576,Patna,25.6239041,85.1242284,Rajapul boring road ,Vehicle Pollution,2024-08-28 12:39:46.798303+00,1000159920.jpg,person 24,3144740
577,Patna,25.6233616,85.1243067,Rahapool boring road ,Vehicle Pollution,2024-08-28 12:40:57.522908+00,1000159921.jpg,person 24,3144787
578,Patna,25.622941,85.1234935,Raja pool boring road ,Waste Burning,2024-08-28 12:44:52.408237+00,1000159922.jpg,person 24,3144963
579,Patna,25.6231676,85.1231838,Raja pull,Waste Burning,2024-08-28 12:45:12.759557+00,IMG_20240828_181335.jpg,person 6,3144902
580,Patna,25.6234482,85.1217332,Rajapool road,Vehicle Pollution,2024-08-28 12:49:48.6753+00,1000159923.jpg,person 24,3145184
581,Patna,25.6232817,85.1214444,Raja pull,Waste Burning,2024-08-28 12:51:14.132753+00,IMG_20240828_182018.jpg,person 6,3144902
582,Patna,25.6234924,85.122022,Rajapool,Waste Burning,2024-08-28 12:52:24.344141+00,1000159924.jpg,person 24,3145315
583,Patna,25.623486,85.1220457,Raja pull,Construction & Demolition Waste,2024-08-28 12:53:11.455858+00,IMG_20240828_182209.jpg,person 6,3144902
584,Patna,25.6199432,85.1100583,An path ,Vehicle Pollution,2024-08-29 05:30:10.007645+00,1000160078.jpg,person 24,3189034
585,Patna,25.618981,85.1097297,An college patna ,Vehicle Pollution,2024-08-29 10:18:34.347171+00,1000160136.jpg,person 24,3201330
586,Patna,25.6190053,85.1097542,An college patna ,Vehicle Pollution,2024-08-29 10:20:05.832822+00,1000160137.jpg,person 24,3201416
587,Patna,25.6204511,85.1101035,An path,Construction & Demolition Waste,2024-08-30 04:54:42.678252+00,1000160266.jpg,person 24,3248631
588,Patna,25.6190552,85.1093778,Boring road ,Vehicle Pollution,2024-08-30 05:03:40.495187+00,1000160267.jpg,person 24,3249127
589,Patna,25.6193099,85.1102217,An college ,Vehicle Pollution,2024-08-30 09:10:35.742098+00,1000160315.jpg,person 24,3260040
590,Patna,25.6213387,85.1103351,An path,Vehicle Pollution,2024-09-02 05:21:34.36274+00,1000160977.jpg,person 24,3438930
591,Patna,25.6199511,85.1100387,An path,Waste Burning,2024-09-02 05:23:37.46168+00,1000160978.jpg,person 24,3439015
592,Patna,25.6183712,85.1085897,Boring road ,Vehicle Pollution,2024-09-02 05:31:27.169637+00,1000160979.jpg,person 24,3439233
593,Patna,25.6283891,85.1013895,Rajeev nagar,Waste Burning,2024-09-02 11:58:09.663707+00,IMG_20240902_172558.jpg,person 6,3456707
594,Patna,25.6194638,85.10525,Mahesh nagar,Waste Burning,2024-09-02 12:06:17.702208+00,IMG_20240902_173504.jpg,person 6,3457079
595,Patna,25.6178786,85.1046385,Patel nagar,Construction & Demolition Waste,2024-09-02 12:07:49.70168+00,IMG_20240902_173643.jpg,person 6,3457214
596,Patna,25.614545,85.1040384,Patel nagar,Construction & Demolition Waste,2024-09-02 12:13:29.100265+00,IMG_20240902_174123.jpg,person 6,3457402
597,Patna,25.6173529,85.1127923,Boaring road,Vehicle Pollution,2024-09-03 12:24:06.702043+00,IMG_20240903_175233.jpg,person 6,3522269
598,Patna,25.6172558,85.1128693,Boaring road,Vehicle Pollution,2024-09-03 12:26:28.922647+00,IMG_20240903_175439.jpg,person 6,3522395
599,Patna,25.6217347,85.1103664,An path ,Vehicle Pollution,2024-09-05 05:16:36.455871+00,1000161597.jpg,person 24,3439233
600,Patna,25.6209497,85.1102115,Boring road ,Construction & Demolition Waste,2024-09-05 05:17:55.719869+00,1000161598.jpg,person 24,3628781
601,Patna,25.6205669,85.1101424,Boring road ,Vehicle Pollution,2024-09-05 09:51:05.713138+00,1000161786.jpg,person 24,3640059
602,Patna,25.6255864,85.1034862,Indrapuri,Vehicle Pollution,2024-09-06 12:09:01.775512+00,IMG_20240906_173740.jpg,person 6,3704662
603,Patna,25.6193559,85.1036803,Mahesh nagar prema maarriage hall,Waste Burning,2024-09-06 12:24:45.507311+00,IMG_20240906_175350.jpg,person 6,3705316
604,Patna,25.6167617,85.103356,East patel nagar,Waste Burning,2024-09-06 12:28:56.954694+00,IMG_20240906_175727.jpg,person 6,3705472
605,Patna,25.6167617,85.103356,Patel nagar,Construction & Demolition Waste,2024-09-06 12:29:43.37044+00,IMG_20240906_175907.jpg,person 6,3705510
606,Patna,25.614884,85.1023829,Highly amount methane released,Waste Burning,2024-09-06 12:31:57.111186+00,IMG_20240906_180035.jpg,person 6,3705555
607,Patna,25.6138526,85.1046534,Energy park,Vehicle Pollution,2024-09-06 12:35:09.278745+00,IMG_20240906_180421.jpg,person 6,3705716
608,Patna,25.611714,85.1069237,Energy park,Waste Burning,2024-09-06 12:37:14.112062+00,IMG_20240906_180519.jpg,person 6,3705758
609,Patna,25.6206026,85.110236,An path ,Vehicle Pollution,2024-09-07 05:39:52.78746+00,1000162766.jpg,person 24,3749044
610,Patna,25.6186883,85.1093797,An college,Vehicle Pollution,2024-09-07 10:14:19.668724+00,1000162883.jpg,person 24,3761421
611,Patna,25.6186535,85.1093773,An college ,Waste Burning,2024-09-07 10:14:37.324369+00,1000162882.jpg,person 24,3761421
612,Patna,25.6217735,85.1041048,Mahesh nagar road no-4,Construction & Demolition Waste,2024-09-07 12:10:08.077236+00,IMG_20240907_173856.jpg,person 6,3766265
613,Patna,25.6218072,85.1040927,Mahesh nagar road no-4,Brick Kilns,2024-09-07 12:11:17.639729+00,IMG_20240907_174030.jpg,person 6,3766314
614,Patna,25.6199644,85.1035151,Mahesh nagar road no 4,Construction & Demolition Waste,2024-09-07 12:13:47.208304+00,IMG_20240907_174233.jpg,person 6,3766399
615,Patna,25.6128268,85.0998992,Urja auditorium,Waste Burning,2024-09-07 12:20:49.871818+00,IMG_20240907_174941.jpg,person 6,3766695
616,Patna,25.6196027,85.1008769,Patel nagar,Waste Burning,2024-09-07 12:35:28.167442+00,IMG_20240907_180409.jpg,person 6,3767358
617,Patna,25.6193121,85.105818,Mahesh nagar,Waste Burning,2024-09-08 11:33:45.32306+00,IMG_20240908_170233.jpg,person 6,3821642
618,Patna,25.618741,85.105703,Open dumping,Waste Burning,2024-09-08 11:34:59.137978+00,IMG_20240908_170354.jpg,person 6,3821717
619,Patna,25.6176008,85.105356,Mahesh nagar,Construction & Demolition Waste,2024-09-08 11:37:00.664837+00,IMG_20240908_170514.jpg,person 6,3821761
620,Patna,25.6152586,85.1047834,Patel nagar,Waste Burning,2024-09-08 11:39:18.365828+00,IMG_20240908_170725.jpg,person 6,3821839
621,Patna,25.6137203,85.1079585,Shivpuri,Construction & Demolition Waste,2024-09-08 11:43:36.237011+00,IMG_20240908_171155.jpg,person 6,3822035
622,Patna,25.6130715,85.1103553,Highly amount polluted,Waste Burning,2024-09-08 11:46:48.634512+00,IMG_20240908_171509.jpg,person 6,3822115
623,Patna,25.6124678,85.1098716,Open dumping,Waste Burning,2024-09-08 11:48:18.436188+00,IMG_20240908_171655.jpg,person 6,3822189
624,Patna,25.611547,85.1072407,Open dumping,Waste Burning,2024-09-08 11:51:29.87225+00,IMG_20240908_172019.jpg,person 6,3822339
625,Patna,25.621682,85.1103921,Boring road ,Waste Burning,2024-09-09 05:14:32.115355+00,1000163261.jpg,person 24,3863269
626,Patna,25.6212314,85.1102428,An path ,Vehicle Pollution,2024-09-09 05:15:43.088105+00,1000163264.jpg,person 24,3863309
