id,location,lat,long,description,category,created_at,image_filename,user,data_id
240,Rajendra Nagar,25.59759177,85.1735876,Clean sky,Vehicle Pollution,2024-07-21 04:45:19.414674+00,,person 4,704615
241,Patna,25.6204436,85.1100786,Dr us rai clinic an path boring road ,Vehicle Pollution,2024-07-21 05:33:24.367207+00,1000149230.jpg,person 24,706606
242,Patna,25.6197316,85.1118969,An path road,Vehicle Pollution,2024-07-21 05:36:36.552604+00,1000149232.jpg,person 24,706791
243,Patna,25.6196667,85.1119111,Vivekanand marg,Vehicle Pollution,2024-07-21 05:37:04.140872+00,1000149233.jpg,person 24,706831
244,Patna,25.6206277,85.112156,Vivekanand marg ,Vehicle Pollution,2024-07-21 05:38:43.202003+00,1000149235.jpg,person 24,706874
245,Patna,25.6301607,85.1011536,Industrial area,Industrial Pollution,2024-07-21 06:17:55.628132+00,1000130708.jpg,person 3,708662
246,Patna,25.6301733,85.1011327,Printing press,Industrial Pollution,2024-07-21 06:20:47.454061+00,1000130710.jpg,person 3,708792
247,Rajendra Nagar,25.5959876,85.1732941,Pollution noon,Vehicle Pollution,2024-07-21 06:33:22.58017+00,,person 4,709373
248,Patna,25.63100277,85.11798214,Construction activity,Construction & Demolition Waste,2024-07-21 06:34:58.333493+00,1000130712.jpg,person 3,709431
249,Patna,25.61915339,85.14666611,"Concrete ,rubble , dust ",Construction & Demolition Waste,2024-07-21 07:55:23.400206+00,1000073723.jpg,person 17,712933
250,Patna,25.6218501,85.1153308,Vivekanand marg ,Vehicle Pollution,2024-07-21 12:22:28.775509+00,1000149303.jpg,person 24,724431
251,Patna,25.622084,85.1158209,Vivekanand marg ,Vehicle Pollution,2024-07-21 12:23:05.260329+00,1000149304.jpg,person 24,724479
252,Rajendra Nagar,25.5962922,85.1731194,Evening ,Vehicle Pollution,2024-07-21 12:52:14.212102+00,,person 4,725769
253,Patna,25.6094638,85.1033937,Rajbansi,Waste Burning,2024-07-21 13:10:26.153749+00,IMG_20240721_183828.jpg,person 6,726484
254,Patna,25.5851224,85.1777001,Prominent pollutant ,Vehicle Pollution,2024-07-21 13:18:01.961331+00,,person 4,726859
255,Patna,25.6223278,85.1163617,Vivekanand marg ,Vehicle Pollution,2024-07-21 13:24:36.131755+00,1000149306.jpg,person 24,727209
256,Ranipur,25.57732891,85.20854192,After rain,Construction & Demolition Waste,2024-07-21 13:43:55.796074+00,1000124553.jpg,person 4,727900
257,Patna,25.6232018,85.1316192,High CO2 emissions ,Vehicle Pollution,2024-07-21 13:45:48.800673+00,1000073846.jpg,person 17,728204
258,Patna,25.6238955,85.1312069,Waste Burning- Very high PM 2.5 and PM 10 levels ,Waste Burning,2024-07-21 13:54:53.334473+00,1000073848.jpg,person 17,728580
259,Ranipur,25.5821962,85.2124356,Sunday evening ,Vehicle Pollution,2024-07-21 14:03:59.457659+00,,person 4,729085
260,Patna,25.6237685,85.1254963,"Location: Mainpura,Rajapur Pul. Construction site dust and rubble.  High PM10 ",Construction & Demolition Waste,2024-07-21 14:07:41.842899+00,1000073849.jpg,person 17,729192
261,Patna,25.6214915,85.1234621,Location: Boring Canal Road. Vehicular Pollution ,Vehicle Pollution,2024-07-21 14:49:43.290978+00,1000073850.jpg,person 17,731135
262,Rajendra Nagar,25.5996389,85.1769349,Bhoothnath,Vehicle Pollution,2024-07-21 16:35:55.326238+00,,person 5,735956
263,Rajendra Nagar,25.59526955,85.17292179,Morning ,Vehicle Pollution,2024-07-22 00:44:16.169949+00,,person 4,756459
264,Rajendra Nagar,25.596737,85.1715703,Traffic,Vehicle Pollution,2024-07-22 01:40:38.698227+00,,person 27,758838
265,Rajendra Nagar,25.5968631,85.1706518,Waste dumped in open,Waste Burning,2024-07-22 01:43:13.328531+00,1000043430.jpg,person 27,758922
266,Patna,25.6269374,85.1005113,Indrapuri 3A,Construction & Demolition Waste,2024-07-22 03:49:47.585378+00,IMG_20240722_091901.jpg,person 6,764289
267,Rajendra Nagar,25.59618921,85.1761802,Away from location ,Vehicle Pollution,2024-07-22 03:52:35.049172+00,,person 4,764428
268,Patna,25.6260634,85.1002852,Indrapuri 2A,Vehicle Pollution,2024-07-22 03:53:26.272959+00,IMG_20240722_092211.jpg,person 6,764466
269,Patna,25.626002,85.1001155,Indrapuri 2A,Construction & Demolition Waste,2024-07-22 03:55:39.994897+00,IMG_20240722_092504.jpg,person 6,764552
270,Digha,25.6514178,85.0913537,Near mhaveer hospital ,Vehicle Pollution,2024-07-22 04:12:44.428485+00,,person 8,652915
271,Rajendra Nagar,25.5990086,85.1697387,Renovation work,Construction & Demolition Waste,2024-07-22 05:52:55.594101+00,1000043474.jpg,person 27,769695
272,Rajendra Nagar,25.5963289,85.1732631,Evening ,Vehicle Pollution,2024-07-22 11:02:33.555725+00,,person 4,783459
273,Sampatchak,25.5634403,85.1862381,Evening ,Construction & Demolition Waste,2024-07-22 12:24:23.200645+00,1000124949.jpg,person 4,787130
274,Ranipur,25.57312574,85.21010283,Evening ,Construction & Demolition Waste,2024-07-22 12:44:17.963927+00,1000124949_eDFREej.jpg,person 4,788036
275,Patna,25.5984491,85.1880175,Evening ,Vehicle Pollution,2024-07-22 14:31:29.328451+00,,person 4,792747
276,Patna,25.6198339,85.1300374,Demolition waste : High PM 10 levels recorded ,Construction & Demolition Waste,2024-07-23 02:56:16.715176+00,1000074211.jpg,person 17,823874
277,Patna,25.6176608,85.1210628,Vehicular Emissions ,Vehicle Pollution,2024-07-23 03:15:32.25833+00,1000074212.jpg,person 17,824744
278,Patna,25.6195488,85.1223684,Construction and demolition waste ,Construction & Demolition Waste,2024-07-23 03:24:20.079453+00,1000074213.jpg,person 17,825070
279,Rajendra Nagar,25.5961297,85.1731504,Morning ,Waste Burning,2024-07-23 04:57:40.569753+00,1000124400_o2RDfdK.jpg,person 4,829197
280,Rajendra Nagar,25.5960506,85.1731815,Cloudy ,Vehicle Pollution,2024-07-23 05:32:13.260502+00,,person 4,830720
281,Patna,25.59834984,85.12841226,Pollution ,Vehicle Pollution,2024-07-23 06:47:43.077159+00,20240716_182853_S5yuqwc.jpg,person 19,833923
282,Patna,25.6218403,85.1137113,Tilak marg Vivekanand marg ,Vehicle Pollution,2024-07-23 09:13:15.946911+00,1000150130.jpg,person 24,840306
283,Patna,25.6219395,85.1128069,Vivekanand marg ,Vehicle Pollution,2024-07-23 09:14:26.159188+00,1000150131.jpg,person 24,840350
284,Patna,25.5860124,85.1815974,Evening ,Vehicle Pollution,2024-07-23 13:08:55.553508+00,,person 4,849119
285,Mehdiganj,25.58373037,85.2164548,After construction ,Construction & Demolition Waste,2024-07-23 13:35:44.480623+00,1000125165.jpg,person 4,850314
286,Ranipur,25.57627699,85.20846954,Evening ,Vehicle Pollution,2024-07-23 14:02:43.381264+00,,person 4,851579
287,Ranipur,25.5721362,85.2138231,Night ,Construction & Demolition Waste,2024-07-23 14:50:22.340411+00,1000125176.jpg,person 4,853709
288,Ranipur,25.5811973,85.2163669,Re,Vehicle Pollution,2024-07-23 14:55:23.714323+00,,person 4,853932
289,Rajendra Nagar,25.5996389,85.1769349,Low traffic ,Vehicle Pollution,2024-07-23 17:15:22.994895+00,,person 5,860177
290,Patna,25.6266912,85.1005133,Indrapuri,Vehicle Pollution,2024-07-24 02:17:17.271152+00,IMG_20240724_074500.jpg,person 6,885258
291,Patna,25.6267015,85.1004677,Indrapuri 3A /31,Vehicle Pollution,2024-07-24 02:19:19.43725+00,IMG_20240724_074729.jpg,person 6,885350
292,Patna,25.6259659,85.0994478,Indrapuri 2A,Vehicle Pollution,2024-07-24 02:28:01.163343+00,IMG_20240724_075649.jpg,person 6,885720
293,Patna,25.6194581,85.1090778,Monitoring the air quality of vehicle exhaust emissions in the campus of An college. The college campus is with lush green spaces and adorned with trees and herbal gardens,Vehicle Pollution,2024-07-24 07:34:23.78124+00,1000117299.jpg,person 8,793115
294,Patna,25.6224354,85.1056759,Atal path,Vehicle Pollution,2024-07-24 10:01:29.854426+00,IMG_20240724_153014.jpg,person 6,906663
295,Patna,25.6126137,85.1045608,Energy park,Vehicle Pollution,2024-07-24 12:22:15.189455+00,IMG_20240724_175052.jpg,person 6,913057
296,Patna,25.58494776,85.16806269,Evening ,Construction & Demolition Waste,2024-07-24 12:45:03.13534+00,1000125420.jpg,person 4,914117
297,Patna,25.6099934,85.1380288,Vehicular Pollution ,Vehicle Pollution,2024-07-24 12:52:40.292256+00,1000074347.jpg,person 17,914485
298,Rajendra Nagar,25.5996389,85.1769349,Weather after rain,Vehicle Pollution,2024-07-24 13:14:17.446229+00,,person 5,915591
299,Rajendra Nagar,25.5960532,85.1732115,Humidity ,Industrial Pollution,2024-07-24 13:40:05.157513+00,1000125420_Ecv2ugQ.jpg,person 4,916795
300,Rajendra Nagar,25.5961025,85.1732104,Nt,Vehicle Pollution,2024-07-24 15:35:24.280378+00,,person 4,922377
301,Rajendra Nagar,25.5961026,85.1732042,Night ,Vehicle Pollution,2024-07-24 17:08:09.690367+00,,person 4,926948
302,Patna,25.5862399,85.1782587,Bhagwat nagar main road,Vehicle Pollution,2024-07-25 01:00:02.773746+00,,person 27,949496
303,Patna,25.6218875,85.1104123,An path boring road ,Vehicle Pollution,2024-07-25 05:58:48.00133+00,1000150365.jpg,person 24,963133
304,Patna,25.6199397,85.1100627,An path road boring road ,Vehicle Pollution,2024-07-25 06:02:23.103661+00,1000150366.jpg,person 24,963274
305,Patna,25.6188285,85.1095349,An college ,Vehicle Pollution,2024-07-25 06:05:03.683326+00,1000150367.jpg,person 24,963415
306,Rajendra Nagar,25.5960151,85.1732016,Noon pollution ,Vehicle Pollution,2024-07-25 08:23:22.228457+00,,person 4,969827
307,Patna,25.6195268,85.1091861,An college patna,Vehicle Pollution,2024-07-25 09:27:36.214206+00,1000150386.jpg,person 24,972596
308,Patna,25.6194549,85.1094333,An college Environment department,Waste Burning,2024-07-25 09:29:40.441483+00,IMG_20240725_145449.jpg,person 6,972696
309,Patna,25.6194878,85.1094263,An college patna ,Vehicle Pollution,2024-07-25 09:29:44.534541+00,1000150387.jpg,person 24,972735
310,Patna,25.619209,85.1095496,An college canteen,Vehicle Pollution,2024-07-25 09:31:46.519387+00,IMG_20240725_150050.jpg,person 6,972791
311,Patna,25.6195606,85.109465,An college boring road ,Waste Burning,2024-07-25 09:32:13.149978+00,1000150388.jpg,person 24,972829
312,Patna,25.6195606,85.109465,Boring road ,Vehicle Pollution,2024-07-25 09:34:55.162981+00,1000150389.jpg,person 24,972974
313,Patna,25.6196793,85.1100228,Boring road ,Vehicle Pollution,2024-07-25 09:35:50.472426+00,1000150390.jpg,person 24,973021
314,Patna,25.6283851,85.1007187,Indrapuri ,Waste Burning,2024-07-25 09:45:17.445204+00,IMG_20240725_151414.jpg,person 6,973455
315,Patna,25.60553,85.1374956,Patna junction,Vehicle Pollution,2024-07-25 10:53:26.65609+00,,person 27,976600
316,Patna,25.5847291,85.1605176,Construction Waste. ,Construction & Demolition Waste,2024-07-25 11:04:08.540582+00,1000481133.jpg,person 2,964960
317,Patna,25.6128161,85.1184965,Boring road chauraha,Vehicle Pollution,2024-07-25 11:07:00.338893+00,,person 27,977188
318,Rajendra Nagar,25.5960434,85.1731988,Night ,Vehicle Pollution,2024-07-25 15:57:53.78365+00,,person 4,991598
319,Patna,25.59688606,85.12619896,Increase in nitrogen and co,Vehicle Pollution,2024-07-25 17:03:46.084876+00,1000131666.jpg,person 3,994634
320,Patna,25.622514,85.110496,An path road boring road ,Vehicle Pollution,2024-07-26 05:48:44.116369+00,1000150543.jpg,person 24,1029848
321,Patna,25.6230163,85.1107082,Boring road ,Waste Burning,2024-07-26 05:49:37.70708+00,1000150544.jpg,person 24,1029895
322,Patna,25.6228756,85.1106366,Boring road ,Vehicle Pollution,2024-07-26 05:50:57.216035+00,1000150545.jpg,person 24,1029988
323,Patna,25.6237607,85.1108815,Boring road ,Vehicle Pollution,2024-07-26 05:53:47.624596+00,1000150546.jpg,person 24,1030134
324,Patna,25.6236081,85.1108057,An path road ,Vehicle Pollution,2024-07-26 05:55:37.780618+00,1000150547.jpg,person 24,1030180
325,Patna,25.5860204,85.1729235,Low traffic ,Vehicle Pollution,2024-07-26 11:09:20.38396+00,,person 4,1044474
326,Ranipur,25.5721329,85.2138633,Construction ,Construction & Demolition Waste,2024-07-26 11:21:09.199866+00,1000125691.jpg,person 4,1044969
327,Ranipur,25.5707319,85.2134707,Building ,Construction & Demolition Waste,2024-07-26 12:08:54.548953+00,1000125708.jpg,person 4,1047177
328,Ranipur,25.5839493,85.2031391,NH,Vehicle Pollution,2024-07-26 12:17:48.056166+00,,person 4,1047493
329,Patna,25.6189018,85.103089,Mahesh nagar  open dumping,Waste Burning,2024-07-26 12:27:28.59364+00,IMG_20240726_175547.jpg,person 6,1047981
330,Patna,25.5997274,85.1802601,Service centre ,Industrial Pollution,2024-07-26 12:31:16.164894+00,1000125712.jpg,person 4,1048217
331,Patna,25.6167158,85.1024477,East patel nagar open dumping,Waste Burning,2024-07-26 12:31:27.917438+00,IMG_20240726_175956.jpg,person 6,1048159
332,Patna,25.5997575,85.1802405,Vehicle services ,Industrial Pollution,2024-07-26 12:37:35.038498+00,1000125713.jpg,person 4,1048404
333,Patna,25.6193422,85.1103339,Boring road ,Vehicle Pollution,2024-07-26 12:39:50.938736+00,1000150772.jpg,person 24,1048617
334,Patna,25.6132168,85.1189225,Boring road choraha ,Vehicle Pollution,2024-07-26 12:54:25.997004+00,1000150773.jpg,person 24,1049288
335,Patna,25.5997414,85.1803463,Service ,Industrial Pollution,2024-07-26 12:54:28.401775+00,1000125714.jpg,person 4,1049307
336,Patna,25.5918841,85.1798456,Evening ,Vehicle Pollution,2024-07-26 13:15:06.696111+00,,person 4,1050303
337,Patna,25.6178553,85.121719,Rajapool boring road ,Vehicle Pollution,2024-07-26 13:23:05.86837+00,1000150775.jpg,person 24,1050670
338,Patna,25.6164425,85.120912,Boring road patna ,Vehicle Pollution,2024-07-26 13:23:57.636678+00,1000150776.jpg,person 24,1050717
339,Patna,25.61231,85.1185953,Boring road ,Vehicle Pollution,2024-07-26 14:02:10.856645+00,1000150777.jpg,person 24,1052530
340,Patna,25.6221989,85.1287791,"Vehicular Pollution: High levels of PM 2.5 ,PM10 & CO2 recorded",Vehicle Pollution,2024-07-26 14:53:42.753987+00,1000074520.jpg,person 17,1054909
341,Rajendra Nagar,25.5990726,85.1695173,Kati factory rush,Vehicle Pollution,2024-07-26 15:01:54.058525+00,,person 27,1055301
342,Patna,25.626075,85.0993074,Indrapuri road no - 0 ,Construction & Demolition Waste,2024-07-27 01:55:00.77358+00,IMG_20240727_072225.jpg,person 6,1084851
343,Patna,25.6261168,85.0980602,Rajeev nagar nala,Waste Burning,2024-07-27 01:59:35.415012+00,IMG_20240727_072750.jpg,person 6,1085124
344,Patna,25.6260557,85.1000844,Indrapuri 3A /47 To produce methane,Waste Burning,2024-07-27 02:07:26.172182+00,IMG_20240727_073549.jpg,person 6,1085450
345,Patna,25.6191903,85.1094299,An college ,Vehicle Pollution,2024-07-27 08:29:31.220389+00,1000151033.jpg,person 24,1102672
346,Patna,25.6192645,85.1102702,Boring road ,Vehicle Pollution,2024-07-27 08:31:36.69467+00,1000151034.jpg,person 24,1102814
347,Patna,25.6223824,85.1057361,Atal path,Vehicle Pollution,2024-07-27 09:38:52.011887+00,IMG_20240727_150740.jpg,person 6,1105902
348,Patna,25.6287737,85.1009041,Indrapuri 3/22,Waste Burning,2024-07-27 09:46:21.747511+00,IMG_20240727_151501.jpg,person 6,1106282
349,Rajendra Nagar,25.596044,85.1731744,Evening ,Vehicle Pollution,2024-07-27 11:22:04.812865+00,,person 4,1110839
350,Patna,25.6217813,85.1103218,Boring road ,Vehicle Pollution,2024-07-27 11:39:48.265956+00,1000151038.jpg,person 24,1111686
351,Patna,25.6205925,85.1101823,An path road ,Vehicle Pollution,2024-07-27 11:43:09.670031+00,1000151039.jpg,person 24,1111822
352,Patna,25.6194993,85.1100676,Boring road ,Vehicle Pollution,2024-07-27 11:45:06.481058+00,1000151040.jpg,person 24,1111921
353,Patna,25.6126367,85.1186008,Boring road choraha ,Vehicle Pollution,2024-07-27 11:53:59.890858+00,1000151041.jpg,person 24,1112340
354,Patna,25.612255,85.1185031,Boring road ,Vehicle Pollution,2024-07-27 11:56:11.140124+00,1000151042.jpg,person 24,1112432
355,Patna,25.6122649,85.1184449,Boring road patna ,Waste Burning,2024-07-27 11:57:11.274371+00,1000151043.jpg,person 24,1112477
356,Patna,25.6119082,85.1200939,Boring road ,Vehicle Pollution,2024-07-27 13:50:26.805353+00,1000151044.jpg,person 24,1113830
357,Rajendra Nagar,25.5969913,85.1691635,Vechile no Br03p3787,Vehicle Pollution,2024-07-27 15:23:09.311231+00,,person 27,1121910
358,Rajendra Nagar,25.5969974,85.1691573,Vechile number Br01pd8728,Vehicle Pollution,2024-07-27 15:23:39.671898+00,,person 27,1121955
359,Rajendra Nagar,25.5969974,85.1691573,Vechile no. Br1al3657,Vehicle Pollution,2024-07-27 15:24:03.981821+00,,person 27,1121955
360,Rajendra Nagar,25.5960828,85.1732067,Night pollution ,Vehicle Pollution,2024-07-27 17:00:22.233206+00,,person 4,1126405
361,Patna,25.6224701,85.0991479,North patel nagar,Waste Burning,2024-07-28 01:05:26.312358+00,IMG_20240728_063422.jpg,person 6,1147907
362,Patna,25.6191113,85.100403,Patel nagar nala to produced methane,Waste Burning,2024-07-28 01:12:49.79741+00,IMG_20240728_064105.jpg,person 6,1148221
363,Patna,25.620403,85.0997877,North patel nagar,Construction & Demolition Waste,2024-07-28 01:14:46.211264+00,IMG_20240728_064318.jpg,person 6,1148312
364,Patna,25.620403,85.0997877,North patel nagar,Waste Burning,2024-07-28 01:17:39.457151+00,IMG_20240728_064551.jpg,person 6,1148451
365,Patna,25.6239495,85.1009397,Kesari nagar,Waste Burning,2024-07-28 01:22:15.852424+00,IMG_20240728_065120.jpg,person 6,1148680
366,Patna,25.6252397,85.1012548,Indrapuri road no 6,Waste Burning,2024-07-28 01:26:27.151915+00,IMG_20240728_065411.jpg,person 6,1148820
367,Patna,25.6267187,85.1004765,Indrapuri,Vehicle Pollution,2024-07-28 01:30:00.057275+00,IMG_20240728_065909.jpg,person 6,1149048
368,Rajendra Nagar,25.5960002,85.1733124,"There is sevear smoke around,",Vehicle Pollution,2024-07-28 01:38:57.163378+00,,person 4,1149415
369,Rajendra Nagar,25.5957774,85.1717519,Normal cloudy weather ,Vehicle Pollution,2024-07-28 11:12:08.613179+00,,person 4,1155713
370,Rajendra Nagar,25.5995973,85.1771758,Sunday evening ,Vehicle Pollution,2024-07-28 11:44:41.831118+00,,person 5,1175496
371,Digha,25.6339712,85.101051,Coca cola factory,Industrial Pollution,2024-07-28 12:32:32.050051+00,IMG_20240728_180143.jpg,person 6,1177455
372,Digha,25.6336421,85.1024427,PM 10 high indistrial arw,Industrial Pollution,2024-07-28 12:43:35.547525+00,IMG_20240728_181242.jpg,person 6,1177922
373,Rajendra Nagar,25.599074,85.1695447,High no2 level,Vehicle Pollution,2024-07-28 13:16:11.982819+00,,person 27,1179280
374,Rajendra Nagar,25.5996424,85.1773161,Traffic at night ,Vehicle Pollution,2024-07-28 17:52:56.579311+00,,person 5,1191190
375,Rajendra Nagar,25.5996283,85.176611,Traffic at Monday morning ,Vehicle Pollution,2024-07-29 00:23:25.594714+00,,person 5,1207602
376,Patna,25.6260973,85.0997818,Indrapuri road no _ 2 ,Vehicle Pollution,2024-07-29 02:28:33.492415+00,IMG_20240729_075645.jpg,person 6,1212933
377,Patna,25.6255547,85.0982067,Kesari nagar D,Construction & Demolition Waste,2024-07-29 02:36:34.675613+00,IMG_20240729_080408.jpg,person 6,1213188
378,Patna,25.6255547,85.0982067,Keasri nagar,Waste Burning,2024-07-29 02:38:55.834135+00,IMG_20240729_080814.jpg,person 6,1213364
379,Patna,25.6233124,85.0967433,Keari nagar Pm high,Construction & Demolition Waste,2024-07-29 02:41:21.482438+00,IMG_20240729_081011.jpg,person 6,1213496
380,Patna,25.6202876,85.1100591,An path ,Vehicle Pollution,2024-07-29 06:18:14.764308+00,1000151493.jpg,person 24,1222912
381,Patna,25.6190767,85.1094224,An college patna ,Vehicle Pollution,2024-07-29 06:21:26.051207+00,1000151511.jpg,person 24,1223090
382,Patna,25.6194972,85.1091403,An college ,Vehicle Pollution,2024-07-29 06:24:39.936912+00,1000151512.jpg,person 24,1223220
383,Patna,25.6368143,85.1081422,Vehicular Pollution ,Vehicle Pollution,2024-07-29 06:24:52.428886+00,1000074792.jpg,person 17,1223270
384,Patna,25.6375739,85.1089175,"Construction and demolition waste and pollution (rubble,dust etc)",Construction & Demolition Waste,2024-07-29 06:31:32.455433+00,1000074793.jpg,person 17,1223541
385,Patna,25.6191748,85.1094774,An college ,Vehicle Pollution,2024-07-29 08:23:34.178908+00,1000151555.jpg,person 24,1228604
386,Patna,25.6186497,85.1096832,An college patna ,Vehicle Pollution,2024-07-29 08:29:03.755063+00,1000151556.jpg,person 24,1228820
387,Patna,25.61967,85.1096575,Boring road patna ,Vehicle Pollution,2024-07-29 08:53:03.192979+00,1000151564.jpg,person 24,1229890
388,Patna,25.6197058,85.1099734,Boring road ,Vehicle Pollution,2024-07-29 08:53:27.776484+00,1000151565.jpg,person 24,1229890
389,Rajendra Nagar,25.5960385,85.173215,Evening ,Vehicle Pollution,2024-07-29 11:46:47.639722+00,,person 4,1237568
390,Patna,25.6245393,85.1100847,An path boring road ,Vehicle Pollution,2024-07-29 12:44:30.508882+00,1000151608.jpg,person 24,1240101
391,Patna,25.6246154,85.1101001,Alpana market ,Vehicle Pollution,2024-07-29 12:45:39.437838+00,1000151612.jpg,person 24,1240149
392,Patna,25.6266092,85.1101513,Patliputra road,Vehicle Pollution,2024-07-29 12:51:41.394185+00,1000151613.jpg,person 24,1240430
393,Digha,25.6335073,85.1000602,Industrial area,Industrial Pollution,2024-07-29 12:51:54.293056+00,IMG_20240729_181937.jpg,person 6,1240484
394,Digha,25.6337156,85.0993716,Industrial area,Industrial Pollution,2024-07-29 12:55:46.26048+00,IMG_20240729_182452.jpg,person 6,1240624
395,Digha,25.6336869,85.0993817,Pipe industrial,Industrial Pollution,2024-07-29 12:57:16.592653+00,IMG_20240729_182612.jpg,person 6,1240671
396,Patna,25.6258141,85.11041,Patliputra golambar road ,Vehicle Pollution,2024-07-29 12:57:39.795051+00,1000151614.jpg,person 24,1240710
397,Patna,25.617829,85.1029195,Patel nagar,Construction & Demolition Waste,2024-07-29 13:24:59.685607+00,IMG_20240729_185304.jpg,person 6,1241967
398,Digha,25.6313663,85.0993714,Rsjeev nagar,Vehicle Pollution,2024-07-30 02:21:16.988238+00,IMG_20240730_075024.jpg,person 6,1278461
399,Patna,25.6304258,85.0993916,Rajeev nagar,Waste Burning,2024-07-30 02:22:53.257302+00,IMG_20240730_075138.jpg,person 6,1278509
400,Patna,25.6306205,85.098888,Rajeev nagar,Construction & Demolition Waste,2024-07-30 02:24:20.390437+00,IMG_20240730_075327.jpg,person 6,1278610
401,Patna,25.6306338,85.0984803,Open dumping Rajeev nagar nala,Waste Burning,2024-07-30 02:25:11.741326+00,IMG_20240730_075429.jpg,person 6,1278655
402,Patna,25.6265188,85.0982845,Kesari nagar,Waste Burning,2024-07-30 02:30:25.171224+00,IMG_20240730_075928.jpg,person 6,1278905
403,Rajendra Nagar,25.5960089,85.1731825,Clean sky ,Vehicle Pollution,2024-07-30 12:27:03.714777+00,,person 4,1308084
404,Patna,25.6207951,85.1102442,An path boring road ,Vehicle Pollution,2024-07-30 12:35:14.741955+00,1000151725.jpg,person 24,1308415
405,Patna,25.6188132,85.1110049,Boring road ,Construction & Demolition Waste,2024-07-30 12:39:38.971283+00,1000151726.jpg,person 24,1308665
406,Patna,25.6183423,85.1117483,Boring road ,Vehicle Pollution,2024-07-30 12:42:27.507341+00,1000151727.jpg,person 24,1308817
407,Patna,25.6166865,85.1123909,Krishna apartment boring road ,Vehicle Pollution,2024-07-30 12:45:19.274033+00,1000151728.jpg,person 24,1308978
408,Patna,25.616073,85.1126225,S k Puri boring road ,Vehicle Pollution,2024-07-30 12:46:42.689845+00,1000151729.jpg,person 24,1309084
409,Patna,25.6151718,85.1134337,S k Puri boring road ,Construction & Demolition Waste,2024-07-30 12:48:50.984746+00,1000151730.jpg,person 24,1309187
410,Patna,25.6148555,85.1148264,Sk Puri boring road ,Vehicle Pollution,2024-07-30 12:52:52.497025+00,1000151731.jpg,person 24,1309342
411,Ranipur,25.5705752,85.2134141,Evening ,Construction & Demolition Waste,2024-07-30 12:53:10.009327+00,1000126936.jpg,person 4,1309415
412,Patna,25.6147072,85.1152421,Sk puri,Vehicle Pollution,2024-07-30 12:58:12.832518+00,IMG_20240730_182006.jpg,person 6,1309661
413,Patna,25.6149115,85.114772,S k Puri boring road ,Construction & Demolition Waste,2024-07-30 13:12:13.925223+00,1000151732.jpg,person 24,1310349
414,Ranipur,25.5754513,85.2087227,Outside patna,Construction & Demolition Waste,2024-07-30 13:39:45.595533+00,1000126936_rv1MXJP.jpg,person 4,1311760
415,Patna,25.6131757,85.1173234,Shivpuri,Vehicle Pollution,2024-07-30 14:16:37.058884+00,IMG_20240730_194451.jpg,person 6,1313641
416,Rajendra Nagar,25.5967196,85.1747081,Bhootnath road,Vehicle Pollution,2024-07-30 14:32:15.436298+00,,person 27,1314424
417,Patna,25.6260332,85.0989505,Indrapuri,Waste Burning,2024-07-31 01:52:50.049138+00,IMG_20240731_072109.jpg,person 6,1347208
418,Patna,25.6223613,85.0962916,Sushant singh rajput chowk,Waste Burning,2024-07-31 01:59:04.562281+00,IMG_20240731_072742.jpg,person 6,1347499
419,Digha,25.6308432,85.0978484,Rajeev nagar,Vehicle Pollution,2024-07-31 02:07:24.453478+00,IMG_20240731_073626.jpg,person 6,1347944
420,Patna,25.6308062,85.0976526,Rajeev nagar road no -4,Construction & Demolition Waste,2024-07-31 02:09:11.30652+00,IMG_20240731_073800.jpg,person 6,1348044
421,Patna,25.6284158,85.1007487,Indrapuri,Waste Burning,2024-07-31 02:15:54.953361+00,IMG_20240731_074423.jpg,person 6,1348342
422,Rajendra Nagar,25.596056,85.1732556,Morning but to much humidity ,Vehicle Pollution,2024-07-31 03:22:32.087301+00,,person 4,1351608
423,Digha,25.64231,85.0911182,"Crowd of vehicles, ",Vehicle Pollution,2024-07-31 04:25:16.762826+00,IMG-20240729-WA0055.jpg,person 8,1243002
424,Patna,25.6212597,85.1102576,An path boring road ,Vehicle Pollution,2024-07-31 07:01:20.601483+00,1000151850.jpg,person 24,1359972
425,Patna,25.6191529,85.1104093,Boring road ,Vehicle Pollution,2024-07-31 07:04:58.93595+00,1000151851.jpg,person 24,1362165
426,Patna,25.6174535,85.1127423,Sk Puri boring road ,Vehicle Pollution,2024-07-31 07:07:12.910505+00,1000151852.jpg,person 24,1362265
427,Patna,25.612933,85.1188365,Boring road choraha ,Vehicle Pollution,2024-07-31 07:10:28.650241+00,1000151853.jpg,person 24,1362414
428,Rajendra Nagar,25.5960523,85.1732317,Noob,Vehicle Pollution,2024-07-31 07:22:26.884997+00,,person 4,1363039
429,Rajendra Nagar,25.5960503,85.1735247,Open waste disposal,Waste Burning,2024-07-31 07:25:46.780368+00,1000044422.jpg,person 27,1363217
430,Patna,25.6127505,85.11865,Boring road choraha ,Vehicle Pollution,2024-07-31 08:01:04.885773+00,1000151858.jpg,person 24,1364978
431,Patna,25.6193112,85.1094054,An college patna ,Vehicle Pollution,2024-07-31 08:08:27.956066+00,1000151859.jpg,person 24,1365316
432,Rajendra Nagar,25.5959847,85.1732057,Rainbow ,Industrial Pollution,2024-07-31 11:15:04.00785+00,1000127130.jpg,person 4,1374173
